,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,PRODUTOID,DESCRICAO,APLICACAO1,PESO,ALTURA,LARGURA,COMPRIMENTO
232,232,232,232,50462,BIFE VEGETAL LATA 400G SUPERBOM,CX/12,0.3,0.11,0.07,0.07
233,233,233,233,58049,BIOFIBRA PSYLLI 60+10 CAP 450MG TIARAJU,CX/50,0.08800000000000001,0.12,0.065,0.065
234,234,234,234,61195,BISC AMANT/BAU/CAC S/GLUT 100G N.LIFE ,CX/12,0.1,0.17,0.12,0.045
235,235,235,235,61196,BISC AMANT/DOCE LTE S/GLUT 100G N.LIFE,CX/12,0.1,0.17,0.12,0.045
236,236,236,236,61197,BISC AMANT/LTE/MOR S/GLUT 100G N.LIFE,CX/12,0.1,0.17,0.12,0.045
237,237,237,237,62442,BISC ARROZ C/CHOC AMRG 60G NATURATTA,CX/24,0.067,0.19,0.16,0.07
238,238,238,238,61174,BISC ARROZ INT S/GLUT GD 80G N.LIFE,CX/12,0.08,0.14,0.09,0.09
239,239,239,239,61175,BISC ARROZ INT S/GLUT PQ 80G N.LIFE,CX/12,0.08,0.04,0.23,0.05
240,240,240,240,61177,BISC ARROZ RECH ALF/CAN S/GLUT40G N.LIFE,CX/12,0.04,0.04,0.19,0.04
241,241,241,241,61178,BISC ARROZ RECH C/AMEND S/GLUT40G N.LIFE,CX/12,0.04,0.02,0.195,0.04
242,242,242,242,61176,BISC ARROZ SEMENT ACAF S/GLUT 80G N.LIFE,CX/12,0.08,0.05,0.23,0.04
243,243,243,243,62726,BISC BITES FREE MINIS BRIGAD S/GLUT Z.ACUC 70G N. LIFE,CX/12,0.07,0.15,0.055,0.12
244,244,244,244,62727,BISC BITES FREE MINIS PACOCA FIT S/GLUT Z.ACUC 70G N.LIFE,CX/12,0.07,0.15,0.055,0.12
245,245,245,245,61181,BISC COCO/CHOC S/GLUT 140G N.LIFE,CX/12,0.14,0.05,0.06,0.2
246,246,246,246,61454,BISC CRACKER S/GLUT SALG 210G SCHAR,CX/5 ,0.21,0.19,0.12,0.07
247,247,247,247,62725,BISC ENROLADINHO GOIABADA S/GLUT 65G N. LIFE,,0.065,0.04,0.09,0.19
248,248,248,248,59861,BISC FIT KROC PIZZA SALG 35G SUPERBOM,CX/20,0.0,0.0,0.0,0.0
249,249,249,249,59862,BISC FIT KROC QUEIJO SALG 35G SUPERBOM,CX/20,0.0,0.0,0.0,0.0
250,250,250,250,61179,BISC FUNC MEL CHOC S/GLUT 140G N.LIFE,CX/12,0.14,0.05,0.2,0.06
251,251,251,251,61244,BISC INT BISCOFIT GERG 150G N.LIFE,CX/12,0.15,0.22,0.14,0.025
252,252,252,252,62517,BISC INT CREAM CRACKER 360G VILMA,CX/20,0.36,0.0,0.0,0.0
253,253,253,253,62752,BISC INT VIT FOOD IMUNO AVEIA/CACAU 90G PINATI,CX/12,0.01,0.2,0.15,0.02
254,254,254,254,60773,BISC MARIA INT CHOC 400G MOSMANN,CX/12,0.4,0.13,0.06,0.2
255,255,255,255,55348,BISC POLV BACON 100G NAZINHA,CX/40,0.08,0.275,0.18,0.04
256,256,256,256,55349,BISC POLV CEBOLA/SALSA 100G NAZINHA,CX/40,0.08,0.275,0.185,0.04
257,257,257,257,57424,BISC POLV QUEIJO 100G NAZINHA,CX/40,0.1,0.25,0.16,0.05
258,258,258,258,55345,BISC POLV TRAD 100G NAZINHA,CX/40,0.08,0.275,0.185,0.04
259,259,259,259,62625,BISC RECH BRIGAD KIDMAIS S/LACT 130G FABISE ,,0.13,0.19,0.04,0.04
260,260,260,260,62623,BISC RECH CHOCOLATE KIDMAIS S/LACT 130G FABISE,CX/30,0.13,0.19,0.04,0.04
261,261,261,261,55335,BISC RECH DIET CHOC 120G DOCE VIDA,CX/30,0.12,0.16,0.04,0.04
262,262,262,262,55336,BISC RECH DIET MOR 120G DOCE VIDA,CX/30,0.12,0.16,0.04,0.04
263,263,263,263,62624,BISC RECH FABRIESCO KIDMAIS S/LACT 130G FABISE,CX/30,0.13,0.19,0.04,0.04
264,264,264,264,62643,BISC RECH LANCHINHO BRIGAD KIDMAIS S/LACT 65G FABISE,,0.065,0.04,0.03,0.16
265,265,265,265,62641,BISC RECH LANCHINHO CHOC KIDMAIS S/LACT 65G FABISE,CX/72,0.065,0.04,0.03,0.16
266,266,266,266,62642,BISC RECH LANCHINHO FABIRESCO KIDMAIS S/LACT 65G FABISE,CX/72,0.065,0.04,0.16,0.03
267,267,267,267,62640,BISC RECH LANCHINHO MORG KIDMAIS S/LACT 65G FABISE,,0.065,0.04,0.03,0.16
268,268,268,268,62622,BISC RECH MORANGO KIDMAIS S/LACT 130G FABISE,CX/30,0.13,0.19,0.04,0.04
269,269,269,269,56785,BISC ROSQ CACAU S/GLUT 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
270,270,270,270,56784,BISC ROSQ COCO S/GLUT 120G NUTRIPLENO,CX/20,0.12,0.18,0.14,0.04
271,271,271,271,61183,BISC TERMO CAN/CHOC S/GLUT 140G N.LIFE,CX/12,0.14,0.05,0.2,0.06
272,272,272,272,62631,BISC WAFER BRIGADEIRO S/LACT 120G FABISE,CX/30,0.12,0.08,0.02,0.22
273,273,273,273,62628,BISC WAFER CHOCOLATE S/LACT 120G FABISE,CX/30,0.12,0.08,0.02,0.22
274,274,274,274,55333,BISC WAFER DIET CHOC 115G DOCE VIDA,CX/30,0.115,0.02,0.1,0.23
275,275,275,275,55334,BISC WAFER DIET MOR 115G DOCE VIDA,CX/30,0.115,0.02,0.1,0.023
276,276,276,276,62629,BISC WAFER FABIRESCO S/LACT 120G FABISE,CX/30,0.12,0.08,0.02,0.22
277,277,277,277,62636,BISC WAFER LANCHINHO BRIGAD S/LACT 30G FABISE,CX/60,0.03,0.05,0.01,0.13
278,278,278,278,62633,BISC WAFER LANCHINHO CHOC S/LACT 30G FABISE,CX/60,0.03,0.05,0.01,0.13
279,279,279,279,62634,BISC WAFER LANCHINHO FABIRESCO S/LACT 30G FABISE,CX/60,0.03,0.05,0.01,0.13
280,280,280,280,62635,BISC WAFER LANCHINHO LIMAO S/LACT 30G FABISE,CX/60,0.03,0.05,0.01,0.13
281,281,281,281,62632,BISC WAFER LANCHINHO MORG S/LACT 30G FABISE,CX/60,0.03,0.05,0.01,0.13
282,282,282,282,62630,BISC WAFER LIMAO S/LACT 120G FABISE,CX/30,0.12,0.08,0.02,0.22
283,283,283,283,62627,BISC WAFER MORANGO S/LACT 120G FABISE,CX/30,0.12,0.08,0.02,0.22
284,284,284,284,60775,BISC WHEY AMEND/CHOC 12X25G MOSMANN,CX/5 ,0.3,0.125,0.075,0.175
285,285,285,285,60777,BISC WHEY BAN/DOCE LTE 12X25G MOSMANN,CX/5 ,0.3,0.125,0.075,0.175
286,286,286,286,60896,BISC WHEY CACA/AVEL/CHOC 12X25 MOSMANN,CX/5 ,0.3,0.125,0.075,0.175
287,287,287,287,60776,BISC WHEY CAPPUC/BIOMASSA 12X25G MOSMANN,CX/5 ,0.3,0.125,0.075,0.175
288,288,288,288,60774,BISC WHEY MOR/IOG GREGO 12X25G MOSMANN,CX/5 ,0.3,0.125,0.075,0.175
289,289,289,289,62612,BISCOITO AGUA E SAL S/LACT 400G FABISE ,CX/20,0.4,0.13,0.06,0.18
290,290,290,290,62639,BISCOITO CHOCOLATE S/LACT 400G FABISE,,0.4,0.13,0.06,0.18
291,291,291,291,62637,BISCOITO COCO S/LACT 400G FABISE,CX/20,0.4,0.13,0.06,0.18
292,292,292,292,62626,BISCOITO COQUINHO S/LACT 400G FABISE,CX/20,0.4,0.32,0.03,0.19
293,293,293,293,62616,BISCOITO DOCE MAIZENA CHOCOLATE S/LACT 400G FABISE,CX/20,0.4,0.13,0.06,0.19
294,294,294,294,62614,BISCOITO DOCE MAIZENA S/LACT 400G FABISE,CX/20,0.4,0.15,0.03,0.25
295,295,295,295,62615,BISCOITO DOCE MARIA CHOCOLATE S/LACT 400G FABISE,CX/20,0.4,0.13,0.06,0.19
296,296,296,296,62613,BISCOITO DOCE MARIA S/LACT 400G FABISE,CX/20,0.4,0.13,0.06,0.17
297,297,297,297,62638,BISCOITO LEITE S/LACT 400G FABISE ,,0.4,0.13,0.06,0.18
298,298,298,298,62617,BISCOITO MIMO DOCE S/LACT 400G FABISE,FD/10,0.4,0.35,0.04,0.19
299,299,299,299,62618,BISCOITO MIMO SECO S/LACT 400G FABISE,FD/10,0.4,0.35,0.04,0.19
300,300,300,300,59276,BOMBOM CAC/COC/CH LTE 24X20G PHINUS,CX/16,0.38,0.17,0.1,0.07
301,301,301,301,59282,BOMBOM CAC/MAR/COC/DA/CH B 24X20G PHINUS,CX/16,0.38,0.17,0.1,0.07
302,302,302,302,60012,CACAU PO 100% 200G QUALICOCO,CX/12,0.21,0.19,0.1,0.06
303,303,303,303,59483,CACAU PO 100G Q-VITA,CX/24,0.1,0.14,0.09,0.04
304,304,304,304,62521,CACAU PO 200G Q-VITA ,CX/18,0.22,0.16,0.105,0.04
305,305,305,305,60768,CAFE DE MILHO TORR/MOIDO 500G SUPERBOM,CX/12,0.5,0.23,0.08,0.04
306,306,306,306,61141,CAFE ORG INST LIOFILIZADO 50G NATIVE,CX/12,0.204,0.125,0.054000000000000006,0.054000000000000006
307,307,307,307,61147,CAFE ORG INST LIOFILIZADO 90G NATIVE,CX/12,0.3246,0.145,0.07,0.07
308,308,308,308,61146,CAFE ORG TORR/MOIDO 250G NATIVE,CX/12,0.282,0.155,0.085,0.045
309,309,309,309,61206,CAFE ORG TORR/MOIDO EXT.FORTE 250G NATIVE,CX/12,0.2785,0.155,0.0845,0.045
310,310,310,310,60848,CAFE PROT VANILLA 25X25G ALL PROTEIN,CX/20,0.625,0.125,0.08,0.24
311,311,311,311,54823,CAJUINA NORDESTINA 330ML,FD/12,0.33,0.23,0.06,0.06
312,312,312,312,54822,CAJUINA NORDESTINA 480ML,FD/12,0.48,0.23,0.07,0.07
313,313,313,313,62709,CANELA 100% PURA PO 60G SVILI,CX/36,0.065,0.12,0.04,0.04
314,314,314,314,62097,CANELA CASCA 30G KODILAR,CX/50,0.03,0.17,0.1,0.01
315,315,315,315,62098,CANELA EM PO 30G KODILAR,CX/50,0.03,0.17,0.1,0.01
316,316,316,316,62115,CANJICA DE MILHO NAO TRANSG 500G LIVRE D,FD/10,0.51,0.26,0.18,0.04
317,317,317,317,62078,CANJICA DE TRIGO A VACUO ORG 500G ECOBIO,CX/12,0.5,0.0,0.0,0.0
318,318,318,318,59507,CARAMELO LTE C/CHOC DIET PCT 100G HUE,CX/18,0.1,0.14,0.11,0.35
319,319,319,319,55577,CARAMELO LTE DIET PCT 100G HUE,CX/18,0.1,0.13,0.14,0.02
320,320,320,320,50463,CARNE VEGETAL LATA 400G SUPERBOM,CX/12,0.4,0.11,0.07,0.07
321,321,321,321,58054,CART CHIA 60 CAP 1250 MG TIARAJU,CX/50,0.156,0.12,0.065,0.065
322,322,322,322,58086,CART OLEO/CART/COC 60CAP 1000MG TIARAJU,CX/50,0.0,0.0,0.0,0.0
323,323,323,323,58810,CART TUBARAO 60+10 CAP 500MG TIARAJU,CX/50,0.096,0.12,0.065,0.065
324,324,324,324,54349,CAST PARA 100G GERMINA,FD/30,0.1,0.145,0.1,0.02
325,325,325,325,61278,CEREAL CORN FLAKES ORG 300G NATIVE,CX/8,0.36,0.24,0.17,0.06
326,326,326,326,61303,CEREAL FIBRAS ORG 300G NATIVE,CX/8,0.37,0.24,0.172,0.055
327,327,327,327,61210,CEREAL MULTI GRAIN ORG 250G NATIVE,CX/8,0.3116,0.24,0.172,0.055
328,328,328,328,61304,CEREAL ORG CHOC ECO BALLS 270G NATIVE,CX/8,0.303,0.24,0.172,0.055
329,329,329,329,62450,CEREAL VEGAN CRUNCHY CACAU/CARM 200G BIO2,CX/8,0.22,0.255,0.172,0.07
330,330,330,330,62451,CEREAL VEGAN CRUNCHY CENOUR/BETER 200G BIO2,CX/8,0.22,0.225,0.172,0.07
331,331,331,331,50465,CEVADA INST SOLUVEL PT 200G SUPERBOM,CX/8,0.2,0.2,0.08,0.08
332,332,332,332,50466,CEVADA PCT 500G SUPERBOM,CX/12,0.5,0.23,0.15,0.035
333,333,333,333,56726,CEVADA POUCH 100G EL POCILLO,CX/12,0.1,0.2,0.14,0.04
334,334,334,334,52871,CEVADA SOLUV FRASCO 200G EL POCILLO ,CX/12,0.2,0.2,0.08,0.08
335,335,335,335,54700,CHA ABACAXI C/HORT 13G 10SCH BARAO,CX/10,0.136,0.07,0.05,0.08
336,336,336,336,60678,CHA ALFAZEMA NAT 20G VITTA VERVA,CX/18,0.015,0.165,0.12,0.01
337,337,337,337,60680,CHA AROEIRA NAT 20G H.NATURE,CX/18,0.02,0.165,0.12,0.01
338,338,338,338,53998,CHA BOLDO 13G 10SCH BARAO,CX/10,0.13,0.07,0.08,0.08
339,339,339,339,54008,CHA CAMOM 10G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
340,340,340,340,57496,CHA CAMOM 15G 15SCH BARAO,CX/5,0.15,0.08,0.1,0.07
341,341,341,341,56001,CHA CAMOM/ERVA-DOCE/ERVAS 15G BARAO,CX/10,0.1,0.07,0.05,0.08
342,342,342,342,54827,CHA CAMOM/GENGIB/MEL 10G BARAO ,CX/10,0.1,0.07,0.05,0.08
343,343,343,343,54003,CHA CARQUEJA 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
344,344,344,344,60686,CHA CAVALINHA NAT 30G H.NATURE,CX/18,0.03,0.165,0.12,0.01
345,345,345,345,53999,CHA CIDREIRA 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
346,346,346,346,54005,CHA ERVA DOCE 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
347,347,347,347,56008,CHA ERVA DOCE C/MEL 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
348,348,348,348,62174,"CHA FIT 10 60X1,5G QVITA",,0.09,0.07,0.14,0.17
349,349,349,349,54339,CHA FRT VERMELHAS 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
350,350,350,350,58803,CHA HIBISCO 13G 10SCH BARAO,CX/10,0.013,0.083,0.06,0.08800000000000001
351,351,351,351,60976,CHA HIBISCO 50G VILA ERVAS,,0.061,0.17,0.12,0.03
352,352,352,352,59474,CHA HIBISCO PCT 20G Q-VITA,CX/50,0.02,0.14,0.012,0.01
353,353,353,353,60693,CHA HIBISCUS NAT 30G H.NATURE,CX/18,0.03,0.165,0.12,0.01
354,354,354,354,54000,CHA HORTELA 10G SCH BARAO,CX/10,0.1,0.07,0.05,0.08
355,355,355,355,54340,CHA MACA 18G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
356,356,356,356,54001,CHA MACA C/CAN 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
357,357,357,357,54830,CHA MACA/ABXI/CRAVO/CAN 13G BARAO,CX/10,0.13,0.07,0.05,0.08
358,358,358,358,56010,CHA MACA/CRAVO/CAN 16G 10SCH BARAO,CX/10,0.16,0.07,0.05,0.08
359,359,359,359,58044,CHA MATE TOSTADO CX 250G BARAO,CX/30,0.25,0.16,0.08,0.1
360,360,360,360,60940,CHA MATE TOSTADO FRT VERM 13G BARAO,,0.013,0.07,0.08,0.05
361,361,361,361,54507,CHA MATE VERDE 18G BARAO,CX/10,0.18,0.07,0.05,0.08
362,362,362,362,56006,CHA MISTO MARACUJA 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
363,363,363,363,56012,CHA MORANGO 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
364,364,364,364,61981,CHA ORG ABACATE 30G KAMPO ERVAS,,0.03,0.08,0.08,0.05
365,365,365,365,61983,CHA ORG ALECRIM 30G KAMPO ERVAS,,0.03,0.08,0.08,0.05
366,366,366,366,61972,CHA ORG AMORA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
367,367,367,367,61985,CHA ORG AMORA 30G KAMPO ERVAS,,0.03,0.08,0.08,0.05
368,368,368,368,61550,CHA ORG AMORA SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
369,369,369,369,61549,CHA ORG BOLDO SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
370,370,370,370,61551,CHA ORG BRANCO SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
371,371,371,371,61974,CHA ORG CAMOMILA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
372,372,372,372,61542,CHA ORG CAMOMILA SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
373,373,373,373,61975,CHA ORG CAPIM/LIMAO 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
374,374,374,374,61977,CHA ORG CARQUEJA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
375,375,375,375,61987,CHA ORG CARQUEJA 30G PCT KAMPO ERVAS,,0.03,0.18,0.12,0.05
376,376,376,376,61978,CHA ORG CAVALINHA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
377,377,377,377,61988,CHA ORG CAVALINHA 30G PCT KAMPO ERVAS,,0.03,0.18,0.12,0.05
378,378,378,378,61980,CHA ORG CHA VERDE 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
379,379,379,379,61544,CHA ORG CIDREIRA 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
380,380,380,380,61543,CHA ORG ERV DOCE SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
381,381,381,381,61979,CHA ORG ESPIN SANTA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
382,382,382,382,61991,CHA ORG ESPIN SANTA 30G PCT KAMPO ERVAS,,0.03,0.18,0.12,0.05
383,383,383,383,61546,CHA ORG ESPINH SANTA 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
384,384,384,384,61973,CHA ORG HIBISCO 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
385,385,385,385,61547,CHA ORG HIBISCUS 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
386,386,386,386,61545,CHA ORG HORTELA SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
387,387,387,387,62748,CHA ORG KOMBUCHA SCH 10X10G CAMPO VERDE,CX/12,0.03,0.075,0.05,0.075
388,388,388,388,61986,CHA ORG MACELA 15G KAMPO ERVAS,,0.015,0.21,0.13,0.01
389,389,389,389,61976,CHA ORG MARACUJA 10G SCH KAMPO ERVAS,,0.01,0.08,0.08,0.05
390,390,390,390,62749,CHA ORG MATE TOSTADO SCH 10X10G CAMPO VERDE,,0.03,0.075,0.07,0.05
391,391,391,391,61548,CHA ORG MELISSA SCH 10X10G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
392,392,392,392,62750,CHA ORG TOP SCH 10X15G CAMPO VERDE,,0.03,0.075,0.05,0.075
393,393,393,393,61553,CHA ORG VERDE NAT 100G CAMPO VERDE,CX/50,0.1,0.17,0.16,0.03
394,394,394,394,61554,CHA ORG VERDE NAT 200G CAMPO VERDE,CX/25,0.2,0.02,0.16,0.03
395,395,395,395,61552,CHA ORG VERDE NAT SCH 10X16G CAMPO VERDE,CX/12,0.01,0.07,0.05,0.07
396,396,396,396,61989,CHA PATA DE VACA 30G KAMPO ERVAS,,0.03,0.08,0.08,0.05
397,397,397,397,51129,CHA PLAN 30 DIAS SACHE 60X3G TE GUARANI,CX/12,0.0,0.07,0.175,0.175
398,398,398,398,54341,CHA POS-REFEICAO 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
399,399,399,399,54002,CHA PRETO 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
400,400,400,400,58115,CHA SOL HIB/COLAG FRT VERM 150G TIARAJU,CX/50,0.16,0.095,0.0,0.08
401,401,401,401,60065,CHA VERDE 100G HIPER TRI,CX/50,0.01,0.22,0.13,0.1
402,402,402,402,54006,CHA VERDE 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
403,403,403,403,54342,CHA VERDE ABXI/HORT 13G 10SCH BARAO,CX/10,0.13,0.07,0.05,0.08
404,404,404,404,59478,CHA VERDE C/HIBISCO 20G Q-VITA,CX/50,0.02,0.14,0.12,0.01
405,405,405,405,60366,CHA VERDE EXTRACT 60+10CAP 300MG TIARAJU,CX/50,0.89,0.135,0.075,0.075
406,406,406,406,59533,CHA VERDE HIBISCO 13G 10SCH BARAO,CX/10,0.13,0.07,0.07,0.05
407,407,407,407,61683,CHIPS ARR/MIL/CEB/SALS S/GLUT 70G N.LIFE,CX/12,0.07,0.0,0.0,0.0
408,408,408,408,61686,CHIPS ARR/MIL/MIX LEG S/GLUT 70G N.LIFE,CX/12,0.07,0.0,0.0,0.0
409,409,409,409,61684,CHIPS ARR/MIL/MOST/MEL S/GLUT 70G N.LIFE,CX/12,0.07,0.23,0.14,0.06
410,410,410,410,61438,CHIPS BATATA DOCE 50G DACOLONIA,CX/20,0.05,0.223,0.135,0.06
411,411,411,411,62053,CHIPS COCO ABACAXI 40G QUALICOCO,CX/24,0.04,0.0,0.0,0.0
412,412,412,412,62052,CHIPS COCO ADOCADO 40G QUALICOCO,CX/24,0.04,0.175,0.08,0.05
413,413,413,413,62054,CHIPS COCO CHOCO 40G QUALICOCO,CX/24,0.045,0.175,0.08,0.05
414,414,414,414,61372,CHIPS COCO ORIG 20G VILA ALIM,CX/24,0.02,0.17,0.12,0.02
415,415,415,415,60007,CHIPS COCO QUEIMADO SACHE 40G QUALICOCO,CX/24,0.044,0.175,0.08,0.05
416,416,416,416,61371,CHIPS COCO SALSA/CEB 20G VILA ALIM,CX/24,0.02,0.17,0.12,0.02
417,417,417,417,60008,CHIPS COCO SCH 40G QUALICOCO,CX/24,0.01,0.18,0.08,0.054000000000000006
418,418,418,418,60009,CHIPS COCO SKIN SCH 40G QUALICOCO,CX/24,0.01,0.18,0.08,0.05
419,419,419,419,61369,CHIPS COCO/ACUC COCO 20G VILA ALIM,CX/24,0.02,0.17,0.12,0.02
420,420,420,420,61370,CHIPS COCO/CAFE 20G VILA ALIM,CX/24,0.02,0.17,0.12,0.02
421,421,421,421,61757,CHIPS COCO/GENG 40G QUALICOCO,CX/24,0.045,0.175,0.08,0.05
422,422,422,422,61462,CHIPS COOKIE S/GLUT GOT CHOC 100G SCHAR,CX/12,0.21,0.2,0.04,0.07
423,423,423,423,61440,CHIPS MAND/BAT DOCE 50G DACOLONIA,CX/20,0.05,0.223,0.135,0.06
424,424,424,424,61439,CHIPS MANDIOQUINHA 50G DACOLONIA,CX/20,0.05,0.223,0.135,0.06
425,425,425,425,62452,CHIPS VEGAN ERVAS 40G BIO2,CX/12,0.042,0.22,0.14400000000000002,0.02
426,426,426,426,62453,CHIPS VEGAN LEMON PEPPER 40G BIO2,CX/12,0.042,0.22,0.14400000000000002,0.02
427,427,427,427,58056,CHITOSAN 60+10 CAP 500MG TIARAJU,CX/50,0.08800000000000001,0.12,0.065,0.065
428,428,428,428,58057,CHLORELLA 60+10 CAP 400MG TIARAJU,CX/50,0.08199999999999999,0.12,0.065,0.065
429,429,429,429,62235,CHOC 37% CACAU AMEND S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
430,430,430,430,62231,CHOC 37% CACAU AO LEITE S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
431,431,431,431,62234,CHOC 37% CACAU AO LTE CAST 12X130G S/GLUT DIVINE,CX/4,1648.0,0.09,0.2,0.13
432,432,432,432,62238,CHOC 37% CACAU DIVIKIDS S/GLUT 10X100G DIVINE,CX/4,1093.0,0.08,0.0025,0.11
433,433,433,433,62237,CHOC 37% CACAU FLOCOS S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
434,434,434,434,62239,CHOC 37% CACAU ZERO S/GLUT/LACT 16X20G DIVINE,CX/12,0.364,0.15,0.11,0.05
435,435,435,435,61043,CHOC 37%CACAU LTE FLOC AR 12X20G DIVINE,CX/16,0.27,0.12,0.12,0.045
436,436,436,436,61834,CHOC 37%CACAU Z.ACUC/LACT 10X100G DIVINE,CX/4,1.0,0.08,0.2,0.1
437,437,437,437,62233,CHOC 50% CAC MEIO AMARGO S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
438,438,438,438,61045,CHOC 50%CACAU S/GLUT 12X20G DIVINE,CX/16,0.27,0.12,0.12,0.045
439,439,439,439,61832,CHOC 50%CACAU Z.ACUC/LACT 10X100G DIVINE,CX/4,1.0,0.08,0.22,0.11
440,440,440,440,61032,CHOC 50%CACAU Z.ACUC/LACT 16X20G DIVINE,CX/12,0.354,0.045,0.107,0.15
441,441,441,441,61033,CHOC 70%CACAU 12X130G DIVINE,CX/4 ,1.61,0.09,0.13,0.2
442,442,442,442,61046,CHOC 70%CACAU AMAR 12X20G DIVINE,CX/16,0.27,0.12,0.12,0.045
443,443,443,443,61835,CHOC 80%CACAU Z.ACUC/LACT 10X100G DIVINE,CX/4,1.0,0.08,0.22,0.11
444,444,444,444,61044,CHOC BCO COOKIE S/GLUT 12X20G DIVINE,CX/16,0.27,0.12,0.12,0.045
445,445,445,445,62236,CHOC BCO COOKIES S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
446,446,446,446,62232,CHOC BCO S/GLUT 12X130G DIVINE,CX/4,1648.0,0.09,0.2,0.13
447,447,447,447,57732,CHOC FITNES 55%CACAU/CHIA 50X5G GENEVY,CX/12,0.25,0.16,0.12,0.09
448,448,448,448,58914,CHOC ONLY4 CHIA 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.07
449,449,449,449,58915,CHOC ONLY4 CRANB 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.07
450,450,450,450,58916,CHOC ONLY4 FLOR DE SAL 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.07
451,451,451,451,61843,CHOC ONLY4 MENTA 30X5G GENEVY,CX/16,0.194,0.17,0.095,0.075
452,452,452,452,58918,CHOC ONLY4 NIBS 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.07
453,453,453,453,61844,CHOC ONLY4 PURO 30X5G GENEVY,CX/16,0.194,0.17,0.095,0.075
454,454,454,454,58919,CHOC ONLY4 PURO 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.07
455,455,455,455,61036,CHOC PREM 70%CACAU A.COCO 10X100G DIVINE,CX/3 ,0.121,0.21,0.08,0.013
456,456,456,456,61037,CHOC PREM 85%CACAU/NIBS 10X100G DIVINE,CX/3 ,1.26,0.215,0.136,0.08
457,457,457,457,60253,CHOC STEVIA 55% CACAU 6X80G GENEVY,CX/6 ,0.48,0.189,0.1,0.06
458,458,458,458,60254,CHOC STEVIA 66% CACAU 6X80G GENEVY,CX/6 ,0.51,0.189,0.06,0.1
459,459,459,459,60255,CHOC STEVIA 77% CACAU 6X80G GENEVY,CX/6 ,0.51,0.189,0.06,0.1
460,460,460,460,61038,CHOC WHEY 50%CACAU S/ACUC 10X100G DIVINE,CX/4 ,0.104,0.21,0.0,0.013
461,461,461,461,58250,CHOC ZERO MILK CRISP 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.06
462,462,462,462,58253,CHOC ZERO MILK MOR 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.06
463,463,463,463,58255,CHOC ZERO MILK PURO 6X80G GENEVY,CX/6 ,0.48,0.19,0.1,0.06
464,464,464,464,61842,CHOC ZERO MILK SMILES 30X5G GENEVY,CX/16,0.19,0.1,0.165,0.075
